id,No_voie,Code_type_de_voie,Type_de_voie,Code_voie,Voie,Code_postal,Surface_premier_lot,Surface_reelle_bati,Nombre_lots,Nombre_pieces_principales,Surface_terrain,Code_type_local,code_commune
13199,3,0,RUE,70,DE BETHENCOURTEL,60600.0,"70,17",71,2,4,,2,13199
13200,25,0,RUE,114,DU GEN MORET,60360.0,"48,92",48,1,2,,2,13200
13201,24,12,PL,360,DU GENERAL LECLERC,60600.0,"45,9",74,1,2,,2,13201
13202,3,0,RUE,70,DE BETHENCOURTEL,60600.0,"71,36",71,2,4,,2,13202
13203,6,0,RUE,12,DES BLATRIERS,60510.0,"69,49",75,1,3,,1,13203
13204,16,0,RUE,460,ROBERT BELLEIL,60250.0,108,70,1,3,,1,13204
13205,10,0,RUE,442,HENRI BREUIL,60600.0,"61,34",61,2,3,,2,13205
13206,59,0,RUE,1600,DU GENERAL MANGIN,60200.0,"220,72",210,1,8,,1,13206
13207,2,0,RUE,163,AMPERE,60200.0,41,37,1,1,,2,13207
13208,15,51,SQ,1965,JEAN BAPTISTE CLEMENT,60200.0,"97,39",97,2,5,,2,13208
13209,35,10,IMP,208,JEAN DE LA FONTAINE,60280.0,"30,38",30,1,2,,2,13209
13210,2,0,RUE,2130,LE FERON,60200.0,"24,31",25,1,1,,2,13210
13211,14,51,SQ,853,DU COLONEL SUTTERLIN,60200.0,"63,63",63,2,3,,2,13211
13212,12,0,RUE,830,DE LA BOULOIRE,60280.0,"29,01",33,1,1,,2,13212
13213,12,0,RUE,830,DE LA BOULOIRE,60280.0,"26,28",35,1,2,,2,13213
13214,12,0,RUE,830,DE LA BOULOIRE,60280.0,"67,3",79,1,3,,2,13214
13215,12,0,RUE,830,DE LA BOULOIRE,60280.0,"39,33",45,1,2,,2,13215
13216,33,0,RUE,1040,DES DOMELIERS,60200.0,"10,83",12,1,1,,2,13216
13217,7,0,RUE,1085,EDOUARD BRANLY,60200.0,"33,23",31,1,1,,2,13217
13218,1,0,RUE,1520,DU GENERAL DEBENEY,60200.0,"68,98",69,2,3,,2,13218
13219,5,0,RUE,1270,SAINT ELOI,60400.0,"34,05",49,1,1,,2,13219
13220,352,0,RUE,190,DE PARIS,60170.0,"48,14",50,1,3,,2,13220
13221,14,0,RUE,310,D AUSTERLITZ,60200.0,"21,71",27,1,2,,2,13221
13222,137,0,RUE,360,PIERRE CURIE,60280.0,"30,5",30,1,1,,2,13222
13223,265,0,RUE,365,DE LA PRAIRIE,60280.0,"52,68",53,1,2,,2,13223
13224,1,0,RUE,2580,DE NOYON,60200.0,"81,02",88,1,3,,2,13224
13225,4,0,RUE,1005,DU DOCTEUR CALMETTE,60200.0,"65,68",63,1,3,,2,13225
13226,1,0,RUE,1085,EDOUARD BRANLY,60200.0,"95,35",93,1,5,,2,13226
13227,108,1,AV,695,JEAN BOUIN,60400.0,"47,05",50,3,2,,2,13227
13228,22,0,RUE,2810,PIERRE SAUVAGE,60200.0,"71,19",161,1,4,,2,13228
13229,1,0,RUE,133,JEAN DE LA FONTAINE,60610.0,"79,68",81,1,4,,2,13229
13230,2,0,RUE,133,JEAN DE LA FONTAINE,60610.0,"67,29",71,1,3,,2,13230
13231,27,12,PL,549,CARNOT,60200.0,"76,89",77,2,4,,2,13231
13232,6,0,RUE,1585,DU MARECHAL KOENIG,60200.0,"71,84",68,1,3,,2,13232
13233,11,51,SQ,855,DU CDT GABRIEL FOURNAISE,60200.0,"51,5",50,2,2,,2,13233
13234,120,15,BD,1170,DES ETATS UNIS,60200.0,"64,74",67,2,3,,2,13234
13235,5,0,RUE,595,CHARLES FAROUX,60200.0,"29,56",29,2,1,,2,13235
13236,76,0,RUE,3310,SAINT LAZARE,60200.0,"19,2",19,2,1,,2,13236
13237,210,1,AV,266,DU GENERAL DE GAULLE,60280.0,"53,72",53,2,2,,2,13237
13238,17,0,RUE,60,DE BEAUVAIS,60280.0,"70,64",72,1,3,,2,13238
13239,22,0,RUE,1720,DE GRAMONT,60200.0,"29,33",32,1,2,,2,13239
13240,8,0,RUE,3473,SOEUR THERESE MASSIN,60200.0,"89,62",89,3,4,,2,13240
13241,38,6,GR,3250,GRANDE RUE,60190.0,"47,04",47,3,2,,2,13241
13242,9,0,RUE,1140,DE L EPARGNE,60200.0,"62,17",61,2,3,,2,13242
13243,6,12,PL,180,ST MEDARD,60350.0,"19,69",34,2,2,,2,13243
13244,15,0,RUE,3475,DU 67 REGIMENT INFANTERIE,60200.0,"45,56",45,2,2,,2,13244
13245,9,0,RUE,2820,DE PIERREFONDS,60200.0,"64,92",69,3,3,,2,13245
13246,3,51,SQ,583,CHARLES BARRIQUAND,60200.0,"86,76",84,3,4,,2,13246
13247,14,51,SQ,853,DU COLONEL SUTTERLIN,60200.0,"51,45",51,2,2,,2,13247
13248,101,0,RUE,3290,SAINT JOSEPH,60200.0,"44,12",43,2,2,,2,13248
13249,23,0,RUE,1940,HURTEBISE,60200.0,"62,5",69,2,3,,2,13249
13250,265,0,RUE,365,DE LA PRAIRIE,60280.0,"71,19",71,1,3,,2,13250
13251,1,0,RUE,1085,EDOUARD BRANLY,60200.0,"80,8",76,1,4,,2,13251
13252,77,0,RUE,380,BATAILLON DE FRANCE,60200.0,"30,97",30,1,2,,2,13252
13253,472,0,RUE,1280,CHARLES LADAME,60880.0,"46,22",46,2,2,,2,13253
13254,1,0,RUE,2765,PHILIBERT DELORME,60200.0,"83,26",80,1,4,,2,13254
13255,186,0,RUE,360,PIERRE CURIE,60280.0,60,60,2,3,,2,13255
13256,9,0,RUE,2870,DU PORT A BATEAUX,60200.0,"40,05",41,1,3,,2,13256
13257,190,0,RUE,360,PIERRE CURIE,60280.0,"54,64",55,2,3,,2,13257
13258,106,0,RUE,3310,SAINT LAZARE,60200.0,"84,24",84,2,3,,2,13258
13259,2,0,RUE,1005,DU DOCTEUR CALMETTE,60200.0,"48,76",50,1,2,,2,13259
13260,472,0,RUE,1280,CHARLES LADAME,60880.0,"37,83",38,2,2,,2,13260
13261,5,0,RUE,133,JEAN DE LA FONTAINE,60610.0,"51,43",52,1,2,,2,13261
13262,167,0,RUE,205,DU 8 MAI 1945,60280.0,"85,23",88,1,4,,2,13262
13263,4,0,RUE,1005,DU DOCTEUR CALMETTE,60200.0,"79,68",63,1,4,,2,13263
13264,45,0,RUE,3260,SAINT GERMAIN,60200.0,"46,79",47,2,2,,2,13264
13265,195,0,RUE,2660,DE PARIS,60200.0,"49,57",49,2,2,,2,13265
13266,29,0,RUE,1040,DES DOMELIERS,60200.0,"85,34",98,1,4,,1,13266
13267,5,0,RUE,1585,DU MARECHAL KOENIG,60200.0,"81,51",80,1,4,,2,13267
13268,11,51,SQ,3597,DE VALMY,60200.0,"70,91",71,2,3,,2,13268
13269,77,0,RUE,135,JEAN JAURES,60610.0,"78,32",97,4,4,,1,13269
13270,3,0,RUE,1667,GEORGES FOREST,60200.0,"28,3",27,1,1,,2,13270
13271,186,0,RUE,360,PIERRE CURIE,60280.0,"54,62",54,2,3,,2,13271
13272,1,0,RUE,690,DE SAVOIE,60150.0,"46,37",45,1,2,,2,13272
13273,4,0,RUE,163,AMPERE,60200.0,"113,78",112,1,5,,2,13273
13274,590,0,RUE,270,DU GENERAL KOENIG,60280.0,"15,79",17,1,1,,2,13274
13275,4,0,RUE,1005,DU DOCTEUR CALMETTE,60200.0,"66,18",63,1,3,,2,13275
13276,2,12,PL,1300,DU CHATEAU,60880.0,33,32,1,2,,2,13276
13277,35,10,IMP,208,JEAN DE LA FONTAINE,60280.0,"18,44",18,1,1,,2,13277
13278,89,0,RUE,2660,DE PARIS,60200.0,"32,62",34,1,2,,2,13278
13279,30,0,RUE,2500,DES MINIMES,60200.0,"60,83",59,1,3,,2,13279
13280,8,0,RUE,2790,PIERRE D AILLY,60200.0,"46,89",45,1,3,,2,13280
13281,5,0,RUE,240,D ARONA,60200.0,"146,8",145,1,5,,1,13281
13282,18,2,ALL,320,DES AVENUES,60200.0,"5,42",30,2,2,,2,13282
13283,80,0,RUE,125,DE LA MAIRIE,60170.0,"62,75",70,1,3,,1,13283
13284,21,0,RUE,3180,DES SABLONS,60200.0,"28,9",25,1,1,,2,13284
13285,124,18,RES,A040,VOLTAIRE,60170.0,"27,65",28,1,1,,2,13285
13286,6,0,RUE,540,DES CAPUCINS,60200.0,"69,93",69,2,3,,2,13286
13287,81,0,RUE,550,CARNOT,60200.0,"102,09",102,1,5,,2,13287
13288,13,0,RUE,1140,DE L EPARGNE,60200.0,"95,33",98,2,5,,2,13288
13289,2,0,RUE,2020,JOSEPH LEPRINCE,60200.0,"14,01",14,1,1,,2,13289
13290,22,0,RUE,1800,DU HARLAY,60200.0,"52,2",25,2,2,,2,13290
13291,1,0,RUE,3473,SOEUR THERESE MASSIN,60200.0,"48,62",44,3,2,,2,13291
13292,1,0,RUE,85,MARCEL BLANCHET,60660.0,24,37,1,2,,2,13292
13293,136,0,RUE,691,PELEE PROLONGEE,60700.0,"36,96",63,2,3,,2,13293
13294,4,0,RUE,1200,RONSARD,60180.0,"76,2",78,1,4,,2,13294
13295,84,0,RUE,490,LOUIS BOILET,60700.0,"49,29",50,1,2,,2,13295
13296,34,0,RUE,176,DE LA VILLE,60660.0,"19,11",18,1,1,,2,13296
13297,96,0,RUE,30,DU CHATEAU,60410.0,140,151,1,4,,2,13297
13298,3,0,RUE,80,MAURICE DOLIGER,60530.0,"98,55",98,1,3,,2,13298
13299,2,0,RUE,80,DES CLIGNETTES,60460.0,"64,45",80,1,4,,2,13299
13300,7,0,RUE,455,DU DR SCHWEITZER,60180.0,"52,91",48,1,2,,2,13300
13301,11,1,AV,30,ALBERT 1ER,60300.0,62,63,1,2,,2,13301
13302,11,5,CHE,1271,DE ST LEONARD,60300.0,"78,4",76,1,4,,2,13302
13303,3,2,ALL,255,DE L'EUROPE,60500.0,"50,17",50,1,2,80,2,13303
13304,134,0,RUE,640,PASTEUR,60700.0,"42,21",42,1,2,,2,13304
13305,110,0,RUE,350,DE LAMORLAYE,60270.0,"35,8",40,1,2,,2,13305
13306,11,0,RUE,492,GUY DE MAUPASSANT,60100.0,"38,28",39,2,2,,2,13306
13307,15,0,RUE,270,DE PARIS,60440.0,"32,9",40,1,2,,2,13307
13308,26,12,PL,5,ABBE CHARPENTIER,60500.0,"55,59",65,1,2,,2,13308
13309,57,1,AV,387,DE L'ORANGERIE,60870.0,"58,5",58,1,3,,2,13309
13310,2,18,RES,A002,DU PARC DES TROIS FORETS,60520.0,"44,76",46,1,2,,2,13310
13311,2,0,RUE,160,MOLIERE,60700.0,"30,3",31,1,1,,2,13311
13312,30,0,RUE,296,MATHURIN DU RY,60550.0,"84,76",84,1,4,,2,13312
13313,123,0,RUE,550,HENRI PAUQUET,60100.0,"48,21",48,1,2,,2,13313
13314,11,1,AV,320,CLAUDE PEROCHE,60180.0,"35,4",35,1,2,,2,13314
13315,5,1,AV,227,DU 19 MARS 1962,60160.0,"84,09",84,1,4,,2,13315
13316,14,1,AV,440,DU MAL JOFFRE,60500.0,"34,86",43,1,2,,2,13316
13317,6,0,RUE,40,ALEXANDRE DUMAS,60800.0,"70,06",73,1,3,,2,13317
13318,2,0,RUE,1095,STEPHANE MALLARME,60100.0,"53,29",53,1,3,,2,13318
13319,119,0,RUE,220,DU CONNETABLE,60500.0,"32,5",34,1,1,,2,13319
13320,43,0,RUE,140,DE LA CHAPELLE,60560.0,"35,93",35,1,1,,2,13320
13321,43,0,RUE,140,DE LA CHAPELLE,60560.0,"51,73",48,1,2,,1,13321
13322,32,0,RUE,240,DE CREIL,60500.0,"26,5",19,1,1,,2,13322
13323,5,0,RUE,492,GUY DE MAUPASSANT,60100.0,"38,09",39,2,2,,2,13323
13324,5,0,RUE,186,CHARLES DE GAULLE,60800.0,"37,8",58,1,3,,2,13324
13325,1,67,QUA,A030,DE L'ECONOMAT,60740.0,"68,89",70,1,3,,2,13325
13326,45,0,RUE,460,HENRI LAROCHE,60800.0,"36,75",36,1,2,,2,13326
13327,35,6,GR,90,GRANDE RUE,60300.0,"156,78",130,1,5,,1,13327
13328,84,0,RUE,670,VICTOR HUGO,60160.0,"78,15",85,1,4,,2,13328
13329,8,2,ALL,457,DU BELLAY,60180.0,"66,04",66,1,3,,1,13329
13330,109,0,RUE,220,DU CONNETABLE,60500.0,"89,45",89,3,4,,2,13330
13331,2,12,PL,389,GUSTAVE CHARPENTIER,60800.0,"72,99",74,1,3,,2,13331
13332,53,0,RUE,420,DU GEN LECLERC,60260.0,"67,35",71,1,3,,2,13332
13333,6,11,RLE,1078,ST SAUVEUR,60100.0,"64,54",66,1,3,,2,13333
13334,53,1,AV,387,DE L'ORANGERIE,60870.0,"45,06",46,1,2,,2,13334
13335,9001,18,RES,A048,JEAN MERMOZ,60500.0,"111,15",106,1,5,,2,13335
13336,6,12,PL,1359,DES TROIS ROIS,60180.0,"80,05",80,1,4,,2,13336
13337,367,0,RUE,610,DE L'OISE,60700.0,"27,1",28,1,1,,2,13337
13338,17,0,RUE,780,RENE FIRMIN,60700.0,"60,98",64,1,4,,2,13338
13339,2,0,RUE,130,CHRISTINE,60340.0,"54,8",70,2,2,,2,13339
13340,47,0,RUE,1000,DE LA REPUBLIQUE,60100.0,"72,59",73,1,3,,2,13340
13341,30,0,RUE,680,JULES JUILLET,60100.0,"35,31",40,1,2,,2,13341
13342,173,0,RUE,85,PASTEUR,60320.0,"80,51",133,2,4,,2,13342
13343,55,0,RUE,140,DE LA CHAPELLE,60560.0,"56,2",55,1,3,,2,13343
13344,8,0,RUE,390,AUX COQUILLES,60300.0,"18,95",22,1,1,,2,13344
13345,22,0,RUE,148,GASTON WATEAU,60460.0,"47,6",52,1,2,,2,13345
13346,11,0,RUE,27,ALEXANDRE DUMAS,60410.0,"47,18",47,1,2,,2,13346
13347,3,0,RUE,125,JULES UHRY,60160.0,"97,83",95,1,4,,1,13347
13348,8,0,RUE,800,DE LA REPUBLIQUE,60700.0,"46,71",46,1,3,,2,13348
13349,110,0,RUE,350,DE LAMORLAYE,60270.0,39,38,1,1,,2,13349
13350,46,0,RUE,180,DE LA CHEVALERIE,60230.0,"17,03",17,1,1,,2,13350
13351,134,0,RUE,640,PASTEUR,60700.0,"63,99",63,1,3,,2,13351
13352,4,2,ALL,65,ARTHUR RIMBAUD,60100.0,"38,79",39,2,2,,2,13352
13353,51,0,RUE,130,CHARLES LESCOT,60700.0,"79,87",91,1,3,,2,13353
13354,19,0,RUE,46,DE PARIS,60800.0,"77,92",79,1,4,,1,13354
13355,1,2,ALL,285,COLETTE,60100.0,"50,73",51,2,3,,2,13355
13356,6,0,RUE,300,DESPINAS,60100.0,"68,86",91,2,3,,2,13356
13357,3,0,RUE,260,DE LA FAISANDERIE,60500.0,"47,72",45,4,2,,2,13357
13358,22,0,RUE,327,GUILLEMINOT,60500.0,"22,79",24,1,1,,2,13358
13359,79,0,RUE,410,GAMBETTA,60100.0,"45,73",45,1,2,,2,13359
13360,37,0,RUE,1000,DE LA REPUBLIQUE,60100.0,"75,32",82,1,4,,2,13360
13361,13,0,RUE,150,DU LION BLEU,60820.0,"41,92",44,3,2,,2,13361
13362,18,10,IMP,319,AUX CHEVAUX,60300.0,"49,77",50,1,2,,2,13362
13363,13,1,AV,341,MARCEL PAGNOL,60870.0,"50,66",53,1,2,,2,13363
13364,2,18,RES,A002,DU PARC DES TROIS FORETS,60520.0,"46,79",50,1,2,,2,13364
13365,6,0,RUE,1365,DE LA TUILERIE,60180.0,"53,06",50,1,3,,2,13365
13366,6,1,AV,450,MARIE AMELIE,60500.0,"48,54",48,1,3,,2,13366
13367,4,0,RUE,450,GERARD DE NERVAL,60100.0,"38,27",39,2,2,,2,13367
13368,11,0,RUE,450,GERARD DE NERVAL,60100.0,"63,35",64,2,4,,2,13368
13369,45,0,RUE,186,CHARLES DE GAULLE,60800.0,"69,11",72,1,3,,2,13369
13370,22,2,ALL,457,DU BELLAY,60180.0,"67,01",66,1,3,,1,13370
13371,3,0,RUE,905,DU MOULIN ST RIEUL,60300.0,"125,02",127,1,4,,2,13371
13372,1,28,VOIE,334,DE LA GRANDE SERPENTINE,60270.0,"33,38",35,1,1,,2,13372
13373,4,1,AV,470,DE MONTPENSIER,60500.0,"88,14",85,2,4,,2,13373
13374,36,0,RUE,220,DU CONNETABLE,60500.0,"49,28",48,1,2,,2,13374
13375,25,2,ALL,618,DU VALOIS,60500.0,"56,59",56,2,3,,2,13375
13376,51,0,RUE,1000,DE LA REPUBLIQUE,60100.0,"56,6",56,1,1,,2,13376
13377,199,0,RUE,50,DU DR CHOPINET,60320.0,"70,53",69,1,3,,2,13377
13378,1,0,RUE,231,DES HETRES,60580.0,"140,82",134,1,6,,1,13378
13379,6,51,SQ,52,ARTHUR RIMBAUD,60270.0,"112,16",94,1,4,,1,13379
13380,17,1,AV,40,DE LA BOULEAUTIERE,60500.0,"47,8",50,1,1,,2,13380
13381,6,1,AV,130,GEORGES BATAILLE,60330.0,"70,15",69,1,3,,2,13381
13382,126,0,RUE,556,LEON BLUM,60230.0,"69,84",83,1,3,,2,13382
13383,142,0,RUE,556,LEON BLUM,60230.0,"29,5",29,1,1,,2,13383
13384,26,0,RUE,680,JULES JUILLET,60100.0,"62,38",62,1,3,,2,13384
13385,27,0,RUE,492,GUY DE MAUPASSANT,60100.0,"50,73",51,2,3,,2,13385
13386,5,0,RUE,450,DU DR ROUX,60180.0,"42,67",46,1,2,,2,13386
13387,32,0,RUE,708,LEON BLUM,60100.0,"24,13",25,1,1,,2,13387
13388,61,0,RUE,180,DE LA CHEVALERIE,60230.0,"83,07",86,2,4,,2,13388
13389,17,0,RUE,140,DU GUE,60440.0,"78,49",81,1,3,,2,13389
13390,6,1,AV,130,GEORGES BATAILLE,60330.0,"46,03",47,1,2,,2,13390
13391,5,0,RUE,560,JULES MICHELET,60800.0,"26,71",29,1,1,,2,13391
13392,3,1,AV,370,DE LA REPUBLIQUE,60330.0,"80,11",86,1,4,,1,13392
13393,2,0,RUE,290,DES NOISETIERS,60580.0,"163,32",150,1,6,,1,13393
13394,12,0,RUE,390,DE L'EGLISE,60260.0,"46,5",48,1,1,,2,13394
13395,3,2,ALL,225,DU COQ CHANTANT,60500.0,"83,97",81,2,5,,2,13395
13396,5,0,RUE,1187,RENOIR,60300.0,120,122,2,6,,1,13396
13397,109,0,RUE,220,DU CONNETABLE,60500.0,"97,15",28,1,1,,2,13397
13398,1,0,RUE,161,DU CLOS DES VIGNES,60580.0,"92,82",87,1,2,,2,13398
13399,39,1,AV,440,DU MAL JOFFRE,60500.0,"112,61",84,2,3,,2,13399
13400,20,0,RUE,150,DU LION BLEU,60820.0,"83,42",69,2,4,,2,13400
13401,5,51,SQ,52,ARTHUR RIMBAUD,60270.0,"151,64",116,1,6,,1,13401
13402,29,0,RUE,680,DE L'HOTEL DIEU DES MARAIS,60300.0,"53,66",48,1,2,,2,13402
13403,5,12,PL,1038,ROGER SALENGRO,60100.0,"66,92",54,2,4,,2,13403
13404,94,0,RUE,400,JEAN JAURES,60160.0,"33,63",35,1,1,,2,13404
13405,46,0,RUE,180,DE LA CHEVALERIE,60230.0,31,31,1,1,,2,13405
13406,4,0,RUE,580,DE SALVERTE,60500.0,"106,34",107,1,4,,2,13406
13407,4,15,BD,1100,VICTOR HUGO,60800.0,"46,29",44,1,2,,2,13407
13408,2,2,ALL,225,DU COQ CHANTANT,60500.0,"67,78",68,2,3,,2,13408
13409,18,0,RUE,320,DE GOUVIEUX,60500.0,"49,5",50,2,2,,2,13409
13410,53,1,AV,310,DU GEN LECLERC,60500.0,"79,22",78,1,4,,2,13410
13411,2,18,RES,A002,DU PARC DES TROIS FORETS,60520.0,"42,21",43,1,2,74,2,13411
13412,5,12,PL,540,DU MARCHE AU BLE,60700.0,"51,09",57,1,2,,2,13412
13413,18,0,RUE,220,DU CONNETABLE,60500.0,"47,2",50,2,3,,2,13413
13414,6,0,RUE,30,GERARD DE NERVAL,60128.0,53,53,1,1,,2,13414
13415,4,0,RUE,510,D'ORGEMONT,60500.0,"29,57",31,2,2,,2,13415
13416,367,0,RUE,610,DE L'OISE,60700.0,"47,2",48,1,2,,2,13416
13417,6,0,RUE,163,BERLIOZ,60300.0,61,58,1,3,,2,13417
13418,45,0,RUE,36,DE BILLY,60330.0,"60,78",60,1,3,,2,13418
13419,14,1,AV,530,DE LA LIBERATION,60260.0,"50,68",50,1,2,,2,13419
13420,4,0,RUE,90,DU MOULIN,60660.0,"49,76",52,1,2,,2,13420
13421,36,0,RUE,750,VICTOR HUGO,60500.0,"92,51",93,1,3,,2,13421
13422,13,0,RUE,775,DU PUITS BRAY,60260.0,"69,72",69,1,3,,2,13422
13423,2,2,ALL,165,DU CASTEL,60500.0,"76,96",76,2,4,,2,13423
13424,8,0,RUE,775,DU PUITS BRAY,60260.0,"34,23",34,1,1,,2,13424
13425,84,0,RUE,670,VICTOR HUGO,60160.0,"66,15",75,1,3,,2,13425
13426,2,0,RUE,95,DU LAMBURE,60440.0,"58,65",58,1,3,,2,13426
13427,55,0,RUE,460,HENRI LAROCHE,60800.0,"111,86",115,1,5,169,1,13427
13428,63,1,AV,970,DE SENLIS,60800.0,"63,05",64,1,4,,2,13428
13429,8,0,RUE,380,DES JARDINS,60500.0,"65,76",69,2,3,,2,13429
13430,33,0,RUE,320,GEORGES DECROZE,60700.0,"25,3",32,1,2,,2,13430
13431,64,0,RUE,665,SALVADOR ALLENDE,60160.0,"34,32",48,1,2,,2,13431
13432,14,0,RUE,121,GAMBETTA,60330.0,"50,08",44,1,2,,2,13432
13433,17,1,AV,970,DE SENLIS,60800.0,"62,91",65,1,3,,2,13433
13434,6,0,RUE,185,DU MOUTHIER,60530.0,"88,74",89,1,3,,2,13434
13435,135,0,RUE,420,HENRI BARBUSSE,60230.0,"19,27",24,1,1,,2,13435
13436,6,0,RUE,115,JEAN JAURES,60160.0,"109,06",82,1,4,,1,13436
13437,14,1,AV,530,DE LA LIBERATION,60260.0,"40,58",42,1,2,,2,13437
13438,10,1,AV,530,DE LA LIBERATION,60260.0,"25,53",24,1,1,,2,13438
13439,21,55,COTE,95,DE L'ORME,60950.0,"38,9",39,1,2,,1,13439
13440,9003,36,RPT,20,DES AIGLES,60260.0,"33,16",34,1,2,,2,13440
13441,39,1,AV,440,DU MAL JOFFRE,60500.0,"84,45",84,2,3,,2,13441
13442,3,0,RUE,163,BERLIOZ,60300.0,"73,03",74,1,4,,2,13442
13443,23,0,RUE,105,DU CHEF DE VILLE,60530.0,26,66,2,3,,2,13443
13444,20,0,RUE,100,DE LA DUCHESSE DE CHARTRES,60500.0,"40,47",40,1,2,,2,13444
13445,33,0,RUE,850,DE MEAUX,60300.0,"48,2",46,1,3,,2,13445
13446,2001,18,RES,A240,STE AGATHE,60800.0,"46,64",45,1,2,,2,13446
13447,1,0,RUE,240,DE CREIL,60500.0,"45,75",48,1,2,,2,13447
13448,1,0,RUE,195,LEON BOUFFLET,60740.0,"46,3",48,1,2,,2,13448
13449,16,0,RUE,950,DES PIERRES,60100.0,"27,49",30,1,1,,2,13449
13450,2,0,RUE,280,DES FONTAINES,60500.0,"62,38",63,3,3,,2,13450
13451,16,0,RUE,1580,DES VIGNES,60300.0,"41,15",50,2,2,,2,13451
13452,10,0,RUE,415,DE LA MACHINE,60500.0,28,40,1,1,,2,13452
13453,38,1,AV,210,DE LA GARE,60580.0,"48,44",47,1,2,,2,13453
13454,7,0,RUE,455,DU DR SCHWEITZER,60180.0,"82,25",76,1,4,,2,13454
13455,5,0,RUE,1043,PAUL CLAUDEL,60180.0,"88,74",106,1,4,,2,13455
13456,10,1,AV,1207,DE LA ROTONDE,60180.0,"60,96",60,1,3,,2,13456
13457,7,12,PL,158,CHARLES BROBEIL,60100.0,"45,17",45,1,2,,2,13457
13458,1,3,RTE,120,DES BOURGOGNES,60500.0,31,31,1,1,,2,13458
13459,2,0,RUE,44,ALFRED SAUVY,60800.0,"34,71",35,1,2,,2,13459
13460,16,0,RUE,320,DE GOUVIEUX,60500.0,"30,95",28,1,1,,2,13460
13461,17,1,AV,530,DE LA LIBERATION,60260.0,"70,23",71,1,3,,2,13461
13462,1,0,RUE,85,MARCEL BLANCHET,60660.0,"46,94",47,1,2,,2,13462
13463,19,0,RUE,492,GUY DE MAUPASSANT,60100.0,"50,15",51,2,3,,2,13463
13464,2,0,RUE,1095,STEPHANE MALLARME,60100.0,"53,41",53,1,3,,2,13464
13465,6,0,RUE,290,CHATEAUBRIAND,60180.0,"79,04",77,1,4,,2,13465
13466,82,0,RUE,670,VICTOR HUGO,60160.0,"66,27",75,1,3,,2,13466
13467,18,1,AV,450,MARIE AMELIE,60500.0,"64,11",64,2,4,,2,13467
13468,134,0,RUE,640,PASTEUR,60700.0,"61,67",62,1,3,,2,13468
13469,26,0,RUE,680,JULES JUILLET,60100.0,"75,27",46,1,2,,2,13469
13470,13,1,AV,341,MARCEL PAGNOL,60870.0,"66,23",67,1,3,,2,13470
13471,52,0,RUE,690,JULES MICHELET,60100.0,"32,5",32,1,1,,2,13471
13472,1044,0,RUE,345,DE PARIS,60520.0,"96,59",97,1,6,252,1,13472
13473,3,0,RUE,45,ANDRE MESSAGER,60800.0,"82,92",83,1,4,,2,13473
13474,9,0,RUE,492,GUY DE MAUPASSANT,60100.0,"62,6",64,2,4,,2,13474
13475,14,0,RUE,780,DE LATTRE DE TASSIGNY,60100.0,"48,05",45,1,2,,2,13475
13476,26,0,RUE,680,JULES JUILLET,60100.0,"53,15",52,1,3,,2,13476
13477,6,1,AV,130,GEORGES BATAILLE,60330.0,"31,41",32,1,1,,2,13477
13478,6,0,RUE,380,DES JARDINS,60500.0,"66,01",64,2,3,,2,13478
13479,14,0,RUE,1120,DU PONT ROYAL,60180.0,"19,43",25,2,1,,2,13479
13480,7,0,RUE,42,DR LAPORTE,60128.0,"29,81",35,1,1,,2,13480
13481,4,0,RUE,65,CHARLES LEMAIRE,60440.0,"41,28",51,1,2,,2,13481
13482,3,0,RUE,170,POISSONNIERE,60500.0,"78,78",79,1,4,,2,13482
13483,2,0,RUE,600,GAMBETTA,60180.0,"16,06",16,1,1,,2,13483
13484,30,0,RUE,680,JULES JUILLET,60100.0,"25,87",57,1,3,,2,13484
13485,2,0,RUE,580,DE SALVERTE,60500.0,"50,34",51,3,2,,2,13485
13486,21,0,RUE,610,DU GEN DE GAULLE,60180.0,"26,85",20,2,1,,2,13486
13487,19,18,RES,A650,DU DR ROUX (LES MELEZES),60180.0,"101,76",72,1,3,,2,13487
13488,2,0,RUE,520,DES OTAGES,60500.0,"22,83",23,1,1,,2,13488
13489,5326,8,,B130,CHATEAU DE VILLETTE,60700.0,"59,49",60,1,2,,2,13489
13490,5,0,RUE,120,BENJAMIN RASPAIL,60100.0,"24,14",24,2,1,,2,13490
13491,13,2,ALL,1145,VAN GOGH,60100.0,"63,79",64,2,4,,2,13491
13492,10,0,RUE,600,GAMBETTA,60180.0,"68,42",68,1,3,,2,13492
13493,10,2,ALL,240,DES GLAILLEULS,60870.0,"75,13",76,1,4,,1,13493
13494,122,0,RUE,801,PIERRE DESPROGES,60230.0,"116,8",123,1,4,,1,13494
13495,61,0,RUE,180,DE LA CHEVALERIE,60230.0,"79,84",77,2,3,,2,13495
13496,9,51,SQ,272,ETIENNE JODELLE,60270.0,"99,26",96,1,5,,1,13496
13497,6,0,RUE,42,DR LAPORTE,60128.0,"121,98",53,1,3,,2,13497
13498,2,0,RUE,367,GEORGES CLEMENCEAU,60800.0,"54,86",55,1,3,,2,13498
13499,64,0,RUE,350,ETIENNE DOLET,60100.0,"102,55",91,1,4,,2,13499
13500,2,12,PL,820,DE LA REPUBLIQUE,60800.0,"20,77",42,1,2,,2,13500
